NUM   TIPO   MODIF  MI ANOI MF ANOF
XXXX XXXXX XXXXXXXX XX XXXX XX XXXX
 151 IPTER     3.33  6 2018  6 2018                                                                                                                                                                     
 151 IPTER     3.23  7 2018  7 2018                                                                                                                                                                     
 151 IPTER     0.00  8 2018  8 2018                                                                                                                                                                     
 151 IPTER     3.33  9 2018  9 2018                                                                                                                                                                     
 151 IPTER     0.00 10 2018 11 2018                                                                                                                                                                     
 151 IPTER     3.23 12 2018 12 2018                                                                                                                                                                     
 151 IPTER     0.00  1 2019  2 2019                                                                                                                                                                     
 151 IPTER     3.23  3 2019  3 2019                                                                                                                                                                     
 151 IPTER     0.00  4 2019  5 2019                                                                                                                                                                     
 151 IPTER     3.33  6 2019  6 2019                                                                                                                                                                     
 151 IPTER     3.23  7 2019  7 2019                                                                                                                                                                     
 151 IPTER     0.00  8 2019  8 2019                                                                                                                                                                     
 151 IPTER     3.33  9 2019  9 2019                                                                                                                                                                     
 151 IPTER     0.00 10 2019 11 2019                                                                                                                                                                     
 151 IPTER     3.23 12 2019 12 2019                                                                                                                                                                     
 151 IPTER     0.00  1 2020  2 2020                                                                                                                                                                     
 151 IPTER     3.23  3 2020  3 2020                                                                                                                                                                     
 151 IPTER     0.00  4 2020  5 2020                                                                                                                                                                     
 151 IPTER     3.33  6 2020  6 2020                                                                                                                                                                     
 151 IPTER     3.23  7 2020  7 2020                                                                                                                                                                     
 151 IPTER     0.00  8 2020  8 2020                                                                                                                                                                     
 151 IPTER     3.33  9 2020  9 2020                                                                                                                                                                     
 151 IPTER     0.00 10 2020 11 2020                                                                                                                                                                     
 151 IPTER     3.23 12 2020 12 2020                                                                                                                                                                     
 161 POTEF    66.40 10 2017          POTIGUAR III                                                                                                                                                       
 161 FCMAX    82.50 10 2017                                                                                                                                                                             
 161 IPTER     0.00  1 2018  2 2018                                                                                                                                                                     
 161 IPTER     3.23  3 2018  3 2018                                                                                                                                                                     
 161 IPTER     0.00  4 2018  5 2018                                                                                                                                                                     
 161 IPTER     3.33  6 2018  6 2018                                                                                                                                                                     
 161 IPTER     3.23  7 2018  7 2018                                                                                                                                                                     
 161 IPTER     0.00  8 2018  8 2018                                                                                                                                                                     
 161 IPTER     3.33  9 2018  9 2018                                                                                                                                                                     
 161 IPTER     0.00 10 2018 11 2018                                                                                                                                                                     
 161 IPTER     2.66 12 2018 12 2018                                                                                                                                                                     
 161 IPTER     0.00  1 2019  2 2019                                                                                                                                                                     
 161 IPTER     3.23  3 2019  3 2019                                                                                                                                                                     
 161 IPTER     0.00  4 2019  5 2019                                                                                                                                                                     
 161 IPTER     3.33  6 2019  6 2019                                                                                                                                                                     
 161 IPTER     3.23  7 2019  7 2019                                                                                                                                                                     
 161 IPTER     0.00  8 2019  8 2019                                                                                                                                                                     
 161 IPTER     3.33  9 2019  9 2019                                                                                                                                                                     
 161 IPTER     0.00 10 2019 11 2019                                                                                                                                                                     
 161 IPTER     2.66 12 2019 12 2019                                                                                                                                                                     
 161 IPTER     0.00  1 2020  2 2020                                                                                                                                                                     
 161 IPTER     3.23  3 2020  3 2020                                                                                                                                                                     
 161 IPTER     0.00  4 2020  5 2020                                                                                                                                                                     
 161 IPTER     3.33  6 2020  6 2020                                                                                                                                                                     
 161 IPTER     3.23  7 2020  7 2020                                                                                                                                                                     
 161 IPTER     0.00  8 2020  8 2020                                                                                                                                                                     
 161 IPTER     3.33  9 2020  9 2020                                                                                                                                                                     
 161 IPTER     0.00 10 2020 11 2020                                                                                                                                                                     
 161 IPTER     2.66 12 2020 12 2020                                                                                                                                                                     
 147 POTEF    28.02 10 2017          PROSPERIDADE                                                                                                                                                       
 147 IPTER     0.00  1 2018  8 2018                                                                                                                                                                     
 147 IPTER     4.44  9 2018  9 2018                                                                                                                                                                     
 147 IPTER     4.30 10 2018 10 2018                                                                                                                                                                     
 147 IPTER     4.44 11 2018 11 2018                                                                                                                                                                     
 147 IPTER     1.08 12 2018  1 2019                                                                                                                                                                     
 147 IPTER     1.19  2 2019  2 2019                                                                                                                                                                     
 147 IPTER     0.00  3 2019  7 2019                                                                                                                                                                     
 147 IPTER     4.30  8 2019  8 2019                                                                                                                                                                     
 147 IPTER     4.44  9 2019  9 2019                                                                                                                                                                     
 147 IPTER     4.30 10 2019 10 2019                                                                                                                                                                     
 147 IPTER     1.11 11 2019 11 2019                                                                                                                                                                     
 147 IPTER     2.15 12 2019 12 2019                                                                                                                                                                     
 147 IPTER     0.00  1 2020  2 2020                                                                                                                                                                     
 147 IPTER    12.90  3 2020  3 2020                                                                                                                                                                     
 147 IPTER    13.33  4 2020  4 2020                                                                                                                                                                     
 147 IPTER     0.00  5 2020  7 2020                                                                                                                                                                     
 147 IPTER    12.90  8 2020  8 2020                                                                                                                                                                     
 147 IPTER     0.00  9 2020  9 2020                                                                                                                                                                     
 147 IPTER     1.08 10 2020 10 2020                                                                                                                                                                     
 147 IPTER     1.11 11 2020 11 2020                                                                                                                                                                     
 147 IPTER     1.08 12 2020 12 2020                                                                                                                                                                     
 147 IPTER     0.00  1 2021  1 2021                                                                                                                                                                     
 147 IPTER     1.15  2 2021  2 2021                                                                                                                                                                     
 147 IPTER     1.08  3 2021  3 2021                                                                                                                                                                     
 147 IPTER     0.00  4 2021  6 2021                                                                                                                                                                     
 147 IPTER     1.08  7 2021  8 2021                                                                                                                                                                     
 147 IPTER     1.11  9 2021  9 2021                                                                                                                                                                     
 147 IPTER     1.08 10 2021 10 2021                                                                                                                                                                     
 147 IPTER     0.00 11 2021 11 2021                                                                                                                                                                     
 147 IPTER    20.43 12 2021                                                                                                                                                                             
 170 POTEF   381.26 10 2017          SUAPE II                                                                                                                                                           
 170 IPTER     2.28  1 2018  1 2018                                                                                                                                                                     
 170 IPTER     0.63  2 2018  2 2018                                                                                                                                                                     
 170 IPTER     0.76  3 2018  3 2018                                                                                                                                                                     
 170 IPTER     2.55  4 2018  4 2018                                                                                                                                                                     
 170 IPTER     0.57  5 2018  5 2018                                                                                                                                                                     
 170 IPTER     0.78  6 2018  6 2018                                                                                                                                                                     
 170 IPTER     0.57  7 2018  7 2018                                                                                                                                                                     
 170 IPTER     2.66  8 2018  8 2018                                                                                                                                                                     
 170 IPTER     0.98  9 2018  9 2018                                                                                                                                                                     
 170 IPTER     0.95 10 2018 10 2018                                                                                                                                                                     
 170 IPTER     2.35 11 2018 11 2018                                                                                                                                                                     
 170 IPTER     1.33 12 2018  1 2019                                                                                                                                                                     
 170 IPTER     2.31  2 2019  2 2019                                                                                                                                                                     
 170 IPTER     2.85  3 2019  3 2019                                                                                                                                                                     
 170 IPTER     0.20  4 2019  4 2019                                                                                                                                                                     
 170 IPTER     1.71  5 2019  5 2019                                                                                                                                                                     
 170 IPTER     3.14  6 2019  6 2019                                                                                                                                                                     
 170 IPTER     0.76  7 2019  7 2019                                                                                                                                                                     
 170 IPTER     0.57  8 2019  8 2019                                                                                                                                                                     
 170 IPTER     4.71  9 2019  9 2019                                                                                                                                                                     
 170 IPTER     0.95 10 2019 10 2019                                                                                                                                                                     
 170 IPTER     0.20 11 2019 11 2019                                                                                                                                                                     
 170 IPTER     1.90 12 2019 12 2019                                                                                                                                                                     
 170 IPTER     3.04  1 2020  1 2020                                                                                                                                                                     
 170 IPTER     1.47  2 2020  2 2020                                                                                                                                                                     
 170 IPTER     0.57  3 2020  3 2020                                                                                                                                                                     
 170 IPTER     7.25  4 2020  4 2020                                                                                                                                                                     
 170 IPTER     1.71  5 2020  5 2020                                                                                                                                                                     
 170 IPTER     1.37  6 2020  6 2020                                                                                                                                                                     
 170 IPTER     0.76  7 2020  7 2020                                                                                                                                                                     
 170 IPTER     2.66  8 2020  8 2020                                                                                                                                                                     
 170 IPTER     0.39  9 2020  9 2020                                                                                                                                                                     
 170 IPTER     1.33 10 2020 10 2020                                                                                                                                                                     
 170 IPTER     3.14 11 2020 11 2020                                                                                                                                                                     
 170 IPTER     1.33 12 2020 12 2020                                                                                                                                                                     
 170 IPTER     1.14  1 2021  1 2021                                                                                                                                                                     
 170 IPTER     0.61  2 2021  2 2021                                                                                                                                                                     
 170 IPTER     1.52  3 2021  3 2021                                                                                                                                                                     
 170 IPTER     1.18  4 2021  4 2021                                                                                                                                                                     
 170 IPTER     0.57  5 2021  5 2021                                                                                                                                                                     
 170 IPTER     0.00  6 2021  7 2021                                                                                                                                                                     
 170 IPTER     0.19  8 2021  8 2021                                                                                                                                                                     
 170 IPTER     5.29  9 2021  9 2021                                                                                                                                                                     
 170 IPTER     1.90 10 2021 10 2021                                                                                                                                                                     
 170 IPTER     3.73 11 2021 11 2021                                                                                                                                                                     
 170 IPTER     3.04 12 2021                                                                                                                                                                             
  43 POTEF   185.90 10 2017          TERMOBAHIA                                                                                                                                                         
  43 FCMAX    85.50 10 2017                                                                                                                                                                             
 152 POTEF    49.73 10 2017          TERMOCABO                                                                                                                                                          
  74 POTEF   120.00 10 2017          TERMOCAMACAR                                                                                                                                                       
  74 FCMAX    22.25 10 2017                                                                                                                                                                             
  58 POTEF   223.00 10 2017          TERMOCEARA                                                                                                                                                         
  58 FCMAX    68.43 10 2017 11 2017                                                                                                                                                                     
  58 FCMAX    93.89 12 2017 12 2017                                                                                                                                                                     
  58 FCMAX   100.00  1 2018                                                                                                                                                                             
 159 POTEF   143.04 10 2017          TERMOMANAUS                                                                                                                                                        
  67 POTEF   170.85 10 2017          TERMONE                                                                                                                                                            
  69 POTEF   170.85 10 2017          TERMOPB                                                                                                                                                            
  96 POTEF   532.76 10 2017          TERMOPE                                                                                                                                                            
  96 FCMAX    99.99 10 2017 11 2017                                                                                                                                                                     
  96 GTMIN   348.80 10 2017  3 2018                                                                                                                                                                     
  96 FCMAX   100.00 12 2017                                                                                                                                                                             
  96 GTMIN   336.53  4 2018  4 2018                                                                                                                                                                     
  96 GTMIN   348.80  5 2018  3 2019                                                                                                                                                                     
  96 IPTER     0.00  1 2018  3 2018                                                                                                                                                                     
  96 GTMIN   336.53  4 2019  4 2019                                                                                                                                                                     
  96 IPTER    33.33  4 2018  4 2018                                                                                                                                                                     
  96 GTMIN   348.80  5 2019  4 2020                                                                                                                                                                     
  96 IPTER    12.90  5 2018  5 2018                                                                                                                                                                     
  96 GTMIN   196.86  5 2020  5 2020                                                                                                                                                                     
  96 IPTER     0.00  6 2018  3 2019                                                                                                                                                                     
  96 GTMIN   348.80  6 2020                                                                                                                                                                             
  96 IPTER    33.33  4 2019  4 2019                                                                                                                                                                     
  96 IPTER    12.90  5 2019  5 2019                                                                                                                                                                     
  96 IPTER     0.00  6 2019  3 2020                                                                                                                                                                     
  96 IPTER    20.33  4 2020  4 2020                                                                                                                                                                     
  96 IPTER    61.00  5 2020  5 2020                                                                                                                                                                     
  96 IPTER     8.13  6 2020  6 2020                                                                                                                                                                     
  96 IPTER     0.00  7 2020 12 2020                                                                                                                                                                     
  83 POTEF   367.90 10 2017          VALE DO ACU                                                                                                                                                        
  83 FCMAX    84.29 10 2017 11 2017                                                                                                                                                                     
  83 FCMAX    84.30 12 2017                                                                                                                                                                             
 203 POTEF    85.38 10 2017          C. ROCHA                                                                                                                                                           
 203 GTMIN    67.00 10 2017                                                                                                                                                                             
  73 POTEF   165.87 10 2017          GERAMAR I                                                                                                                                                          
  70 POTEF   165.87 10 2017          GERAMAR II                                                                                                                                                         
 204 POTEF    75.48 10 2017          JARAQUI                                                                                                                                                            
 204 FCMAX    86.95 10 2017                                                                                                                                                                             
 204 GTMIN    62.99 10 2017                                                                                                                                                                             
 205 POTEF    66.80 10 2017          MANAUARA                                                                                                                                                           
 205 FCMAX    99.43 10 2017                                                                                                                                                                             
 205 IPTER     0.39 10 2017                                                                                                                                                                             
 205 GTMIN    64.50 10 2017                                                                                                                                                                             
 436 POTEF     1.12  1 2018 12 2019  MARAN IV L22                                                                                                                                                       
 437 POTEF   336.48  1 2018 12 2019  MARAN IV L7                                                                                                                                                        
 421 POTEF     1.10  1 2018 12 2019  MARAN V L22                                                                                                                                                        
 422 POTEF   336.50  1 2018 12 2019  MARAN V L7                                                                                                                                                         
 212 POTEF   518.80 10 2017          MARANHAO III                                                                                                                                                       
 212 GTMIN   483.37 10 2017 11 2017                                                                                                                                                                     
 212 GTMIN   482.05  6 2018 11 2018                                                                                                                                                                     
 212 GTMIN   482.05  6 2019 11 2019                                                                                                                                                                     
 212 GTMIN   482.05  6 2020 11 2020                                                                                                                                                                     
 212 GTMIN   483.37  6 2021 11 2021                                                                                                                                                                     
  36 POTEF   337.60 10 2017          MARANHAO IV                                                                                                                                                        
  36 FCMAX     0.00  1 2018 12 2019                                                                                                                                                                     
  36 FCMAX   100.00  1 2020                                                                                                                                                                             
  21 POTEF   337.60 10 2017          MARANHAO V                                                                                                                                                         
  21 FCMAX     0.00  1 2018 12 2019                                                                                                                                                                     
  21 FCMAX   100.00  1 2020                                                                                                                                                                             
 140 POTEF   590.75 10 2017          MAUA 3                                                                                                                                                             
 140 FCMAX    98.69 10 2017                                                                                                                                                                             
 140 GTMIN   302.66 10 2017 10 2017                                                                                                                                                                     
 140 GTMIN   294.44 11 2017 11 2017                                                                                                                                                                     
 140 GTMIN   264.00 12 2017  2 2018                                                                                                                                                                     
 140 GTMIN   296.96  3 2018  3 2018                                                                                                                                                                     
 140 GTMIN   272.33  4 2018  4 2018                                                                                                                                                                     
 140 GTMIN   264.00  5 2018  6 2018                                                                                                                                                                     
 140 GTMIN   265.84  7 2018  7 2018                                                                                                                                                                     
 140 GTMIN   312.17  8 2018  8 2018                                                                                                                                                                     
 140 GTMIN   367.72  9 2018  9 2018                                                                                                                                                                     
 140 GTMIN   394.45 10 2018 10 2018                                                                                                                                                                     
 140 GTMIN   369.51 11 2018 11 2018                                                                                                                                                                     
 140 GTMIN   264.00 12 2018  2 2019                                                                                                                                                                     
 140 GTMIN   311.93  3 2019  3 2019                                                                                                                                                                     
 140 GTMIN   282.37  4 2019  4 2019                                                                                                                                                                     
 140 GTMIN   264.00  5 2019  6 2019                                                                                                                                                                     
 140 GTMIN   281.66  7 2019  7 2019                                                                                                                                                                     
 140 GTMIN   321.70  8 2019  8 2019                                                                                                                                                                     
 140 GTMIN   384.79  9 2019  9 2019                                                                                                                                                                     
 140 GTMIN   417.87 10 2019 10 2019                                                                                                                                                                     
 140 GTMIN   385.75 11 2019 11 2019                                                                                                                                                                     
 140 GTMIN   264.00 12 2019 12 2019                                                                                                                                                                     
 140 GTMIN   277.02  1 2020  1 2020                                                                                                                                                                     
 140 GTMIN   265.34  2 2020  2 2020                                                                                                                                                                     
 140 GTMIN   337.60  3 2020  3 2020                                                                                                                                                                     
 140 GTMIN   298.34  4 2020  4 2020                                                                                                                                                                     
 140 GTMIN   264.00  5 2020  6 2020                                                                                                                                                                     
 140 GTMIN   317.80  7 2020  7 2020                                                                                                                                                                     
 140 GTMIN   367.98  8 2020  8 2020                                                                                                                                                                     
 140 GTMIN   417.89  9 2020  9 2020                                                                                                                                                                     
 140 GTMIN   412.67 10 2020 10 2020                                                                                                                                                                     
 140 GTMIN   358.79 11 2020 11 2020                                                                                                                                                                     
 140 GTMIN   264.00 12 2020 12 2020                                                                                                                                                                     
 140 GTMIN   302.82  1 2021  1 2021                                                                                                                                                                     
 140 GTMIN   291.00  2 2021  2 2021                                                                                                                                                                     
 140 GTMIN   359.91  3 2021  3 2021                                                                                                                                                                     
 140 GTMIN   331.52  4 2021  4 2021                                                                                                                                                                     
 140 GTMIN   285.08  5 2021  5 2021                                                                                                                                                                     
 140 GTMIN   292.46  6 2021  6 2021                                                                                                                                                                     
 140 GTMIN   365.18  7 2021  7 2021                                                                                                                                                                     
 140 GTMIN   411.63  8 2021  8 2021                                                                                                                                                                     
 140 GTMIN   467.66  9 2021  9 2021                                                                                                                                                                     
 140 GTMIN   464.40 10 2021 10 2021                                                                                                                                                                     
 140 GTMIN   406.74 11 2021 11 2021                                                                                                                                                                     
 140 GTMIN   275.88 12 2021                                                                                                                                                                             
 446 POTEF    26.96  1 2018 12 2019  N.VEN 2 L22                                                                                                                                                        
 447 POTEF   151.25  1 2018 12 2019  N.VEN 2 L7                                                                                                                                                         
  46 POTEF   178.21 10 2017          N.VENECIA 2                                                                                                                                                        
  46 FCMAX     0.00  1 2018 12 2019                                                                                                                                                                     
  46 FCMAX   100.00  1 2020                                                                                                                                                                             
 228 POTEF     5.54 12 2019          O. CANOAS 1                                                                                                                                                        
 228 GTMIN     2.25 12 2019                                                                                                                                                                             
 116 POTEF    56.28 10 2017          PARNAIBA IV                                                                                                                                                        
 239 POTEF   385.75  1 2021          PARNAIBA V                                                                                                                                                         
 207 POTEF    66.00 10 2017          PONTA NEGRA                                                                                                                                                        
 207 IPTER     0.53 10 2017                                                                                                                                                                             
 207 GTMIN    64.00 10 2017                                                                                                                                                                             
 176 POTEF   360.14 10 2017          PORTO ITAQUI                                                                                                                                                       
 209 POTEF    93.04 10 2017          TAMBAQUI                                                                                                                                                           
 209 FCMAX    70.54 10 2017                                                                                                                                                                             
 209 GTMIN    63.00 10 2017                                                                                                                                                                             
  12 TEIFT     0.00 10 2017 11 2017  CUIABA G CC
 153 TEIFT     0.00 10 2017 11 2017  DAIA  
 194 TEIFT     0.00 10 2017 11 2017  T.NORTE 2 
  48 TEIFT     0.00 10 2017 11 2017  ARAUCARIA
 109 TEIFT     0.00 10 2017 11 2017  ALTOS
 111 TEIFT     0.00 10 2017 11 2017  ARACATI
 113 TEIFT     0.00 10 2017 11 2017  BATURITE
 117 TEIFT     0.00 10 2017 11 2017  CAMPO MAIOR
 119 TEIFT     0.00 10 2017 11 2017  CAUCAIA
 121 TEIFT     0.00 10 2017 11 2017  CRATO
 125 TEIFT     0.00 10 2017 11 2017  ENGUIA PECEM
 127 TEIFT     0.00 10 2017 11 2017  IGUATU
 133 TEIFT     0.00 10 2017 11 2017  JUAZEIRO N
 135 TEIFT     0.00 10 2017 11 2017  MARAMBAIA
 138 TEIFT     0.00 10 2017 11 2017  NAZARIA
 107 TEIFT     0.00 10 2017 11 2017  PAMPA SUL
  42 TEIFT     0.00 10 2017 11 2017  FORTALEZA
  83 TEIFT     0.00 10 2017 11 2017  VALE DO ACU
  58 TEIFT     0.00 10 2017 11 2017  TERMOCEARA
  96 TEIFT     0.00 10 2017 11 2017  TERMOPE
