 PATAMAR DE DEFICIT
 NUMERO DE PATAMARES DE DEFICIT
 XXX
   1
 CUSTO DO DEFICIT
 NUM|NOME SSIS.|    CUSTO DE DEFICIT POR PATAMAR  | P.U. CORTE POR PATAMAR|
 XXX|XXXXXXXXXX| F|XXXX.XX XXXX.XX XXXX.XX XXXX.XX|X.XXX X.XXX X.XXX X.XXX|
 1   SUDESTE     0 5249.34 0000.00 0000.00 0000.00 1.000 0.000 0.000 0.000 
 2   SUL         0 5249.34 0000.00 0000.00 0000.00 1.000 0.000 0.000 0.000 
 3   NORDESTE    0 5249.34 0000.00 0000.00 0000.00 1.000 0.000 0.000 0.000 
 4   NORTE       0 5249.34 0000.00 0000.00 0000.00 1.000 0.000 0.000 0.000 
 11  NOFICT1     1
 999
 LIMITES DE INTERCAMBIO
 A   B   A->B    B->A
 XXX XXX XJAN. XXXFEV. XXXMAR. XXXABR. XXXMAI. XXXJUN. XXXJUL. XXXAGO. XXXSET. XXXOUT. XXXNOV. XXXDEZ.
   1   2               0
2017                                                                            10774.  10611.  10843. 
2018    10868.  10855.  10831.  10850.  10827.  10818.  10814.  10814.  11235.  11260.  11263.  11226. 
2019    11257.  11239.  11242.  11265.  11204.  11209.  11220.  11188.  11235.  11260.  11263.  11242. 
2020    11242.  11257.  12062.  12147.  12029.  12036.  12053.  12004.  12100.  12093.  12119.  12136. 
2021    12087.  12102.  12136.  12053.  12053.  12061.  12004.  12029.  12077.  12047.  12119.  12111. 

2017                                                                             6607.   6541.   6250. 
2018     6273.   6261.   6239.   6253.   6227.   6219.   6216.   6216.   6242.   6260.   6266.   6239. 
2019     6262.   6249.   6250.   7172.   7084.   7090.   7106.   7061.   7128.   7164.   7168.   7138. 
2020     7138.   7160.   7115.   7193.   7084.   7090.   7106.   7061.   7150.   7143.   7168.   7183. 
2021     7138.   7152.   7183.   7107.   7106.   7114.   7061.   7084.   7128.   7101.   7168.   7161. 
   1  11               0
2017                                                                             4000.   4000.   4000. 
2018     4000.   4000.   4000.   4000.   4000.   4000.   4000.   4000.   4000.   4000.   4000.   5000. 
2019     5000.   5000.   5000.   5000.   5000.   5000.   5000.   5000.   5000.   5000.   5000.   5000. 
2020     5000.   5000.   5000.   5000.   5000.   5000.   5000.   5000.   5000.   5000.   5000.   5000. 
2021     5000.   5000.   5000.   5000.   5000.   5000.   5000.   5000.   5000.   5000.   5000.   5000. 

2017                                                                             3075.   2742.   2955. 
2018     3342.   3342.   3342.   3342.   3675.   3675.   3675.   3675.   3675.   3675.   3342.   4642. 
2019     4642.   4642.   4642.   4642.   4975.   4975.   4975.   4975.   4975.   4975.   4642.   4642. 
2020     4642.   4642.   4642.   4642.   4975.   4975.   4975.   4975.   4975.   4975.   4642.   4642. 
2021     4642.   4642.   4642.   4642.   4975.   4975.   4975.   4975.   4975.   4975.   4642.   4642. 
   3  11               0
2017                                                                             4500.   4500.   4500. 
2018     4500.   4500.   4500.   4500.   4500.   4500.   4500.   4500.   4500.   4500.   4500.   4500. 
2019     4500.   4500.   4500.   6800.   6800.   6800.   6800.   6800.   6800.   6800.   6800.   6800. 
2020     6800.   6800.   6800.   6800.   6800.   6800.   6800.   6800.   6800.   6800.   6800.   6800. 
2021     6800.   6800.   6800.   6800.   6800.   6800.   6800.   6800.   6800.   6800.   6800.   6800. 

2017                                                                             5500.   5500.   5500. 
2018     5500.   5500.   5500.   5500.   5500.   6500.   6500.   6500.   6500.   6500.   6500.   6500. 
2019     6500.   6500.   6500.   8500.   8500.   8500.   8500.   8500.   8500.   8500.   8500.   8500. 
2020     8500.   8500.   8500.   8500.   8500.   8500.   8500.   8500.   8500.   8500.   8500.   8500. 
2021     8500.   8500.   8500.   8500.   8500.   8500.   8500.   8500.   8500.   8500.   8500.   8500. 
   4  11               0
2017                                                                            99999.  99999.  99999. 
2018    99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999. 
2019    99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999. 
2020    99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999. 
2021    99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999. 

2017                                                                             4647.   4480.   4419. 
2018     4454.   4514.   4615.   4631.   4598.   4413.   4449.   4723.   4784.   4704.   4666.   4550. 
2019     4705.   4768.   4873.   4890.   4855.   4662.   4700.   4986.   5050.   4966.   4927.   4806. 
2020     4892.   4957.   5066.   5083.   5047.   4848.   4887.   5182.   5248.   5162.   5121.   4996. 
2021     5132.   5199.   5311.   5330.   5292.   5085.   5126.   5432.   5501.   5411.   5369.   5239. 
   1   3               0
2017                                                                             1300.   2000.   2000. 
2018     2000.   2000.   2000.   2000.   2000.   3409.   3410.   3410.   3403.   3398.   3397.   3774. 
2019     3743.   3761.   3759.   4303.   4290.   4291.   4293.   4286.   4297.   4302.   4303.   4298. 
2020     4298.   4302.   4295.   4307.   4290.   4291.   4293.   4286.   4300.   6000.   6000.   6000. 
2021     6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000. 

2017                                                                             2000.   2500.   2500. 
2018     2500.   2500.   2500.   2500.   2500.   3500.   3500.   3500.   3500.   3500.   3500.   3500. 
2019     3500.   3500.   3500.   6603.   6590.   6591.   6593.   6586.   6597.   6602.   6603.   6598. 
2020     6598.   6602.   6595.   6607.   6590.   6591.   6593.   6586.   6600.   7453.   7443.   7437. 
2021     7455.   7449.   7437.   7467.   7467.   7464.   7484.   7476.   7458.   7469.   7443.   7446. 
   1   4               0
2017                                                                             1000.   2500.   2500. 
2018     2500.   2500.   2500.   2500.   2500.   2500.   2500.   2500.   2500.   2500.   2500.   4200. 
2019     4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200. 
2020     4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200. 
2021     4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200. 

2017                                                                             1500.   2000.   5500. 
2018     8000.   8000.   8000.   8000.   8000.   8000.   4500.   3000.   3000.   3000.   4000.   7000. 
2019     8000.   8000.   8000.   8000.   8000.   8000.   7000.   5500.   5500.   5500.   6400.   7500. 
2020     8000.   8000.   8000.   8000.   8000.   8000.   7000.   5500.   5500.   5500.   6400.   7500. 
2021     8000.   8000.   8000.   8000.   8000.   8000.   7000.   5500.   5500.   5500.   6400.   7500. 
 999
 MERCADO DE ENERGIA TOTAL
 XXX
       XXXJAN. XXXFEV. XXXMAR. XXXABR. XXXMAI. XXXJUN. XXXJUL. XXXAGO. XXXSET. XXXOUT. XXXNOV. XXXDEZ.
   1
2017                                                                            40501.  39473.  38830. 
2018    40524.  41230.  42156.  39820.  38468.  37831.  37758.  38771.  39602.  40268.  39591.  39604. 
2019    42016.  42748.  43708.  41286.  39883.  39224.  39148.  40198.  41060.  41750.  41048.  41061. 
2020    43520.  44278.  45272.  42763.  41311.  40628.  40549.  41637.  42530.  43244.  42517.  42531. 
2021    44995.  45779.  46807.  44213.  42712.  42005.  41924.  43049.  43972.  44710.  43958.  43973. 
POS     44995.  45779.  46807.  44213.  42712.  42005.  41924.  43049.  43972.  44710.  43958.  43973. 
   2
2017                                                                            11719.  11962.  11754. 
2018    12686.  12458.  13173.  11580.  11320.  11358.  11505.  11542.  11401.  11621.  11888.  12019. 
2019    13167.  12931.  13673.  12017.  11750.  11789.  11942.  11981.  11834.  12062.  12339.  12478. 
2020    13646.  13400.  14170.  12456.  12177.  12217.  12376.  12416.  12264.  12501.  12788.  12932. 
2021    14145.  13890.  14688.  12912.  12622.  12664.  12828.  12870.  12712.  12958.  13255.  13405. 
POS     14145.  13890.  14688.  12912.  12622.  12664.  12828.  12870.  12712.  12958.  13255.  13405. 
   3
2017                                                                            11253.  11441.  11361. 
2018    11480.  11492.  11699.  11504.  11230.  10938.  10767.  10927.  11215.  11505.  11635.  11631. 
2019    11990.  12003.  12219.  12016.  11730.  11425.  11246.  11413.  11713.  12017.  12153.  12149. 
2020    12505.  12518.  12743.  12532.  12233.  11915.  11729.  11902.  12216.  12533.  12674.  12670. 
2021    13042.  13056.  13291.  13070.  12759.  12427.  12233.  12414.  12741.  13071.  13219.  13215. 
POS     13042.  13056.  13291.  13070.  12759.  12427.  12233.  12414.  12741.  13071.  13219.  13215. 
   4
2017                                                                             6064.   6105.   5619. 
2018     5654.   5714.   5815.   5831.   5798.   5613.   5649.   5923.   5984.   5904.   5866.   5750. 
2019     5905.   5968.   6073.   6090.   6055.   5862.   5900.   6186.   6250.   6166.   6127.   6006. 
2020     6092.   6157.   6266.   6283.   6247.   6048.   6087.   6382.   6448.   6362.   6321.   6196. 
2021     6332.   6398.   6511.   6530.   6492.   6285.   6326.   6632.   6701.   6611.   6569.   6439. 
POS      6332.   6398.   6511.   6530.   6492.   6285.   6326.   6632.   6701.   6611.   6569.   6439. 
 999
 GERACAO DE USINAS NAO SIMULADAS
 XXX  XBL  XXXXXXXXXXXXXXXXXXXX  XTE
       XXXJAN. XXXFEV. XXXMAR. XXXABR. XXXMAI. XXXJUN. XXXJUL. XXXAGO. XXXSET. XXXOUT. XXXNOV. XXXDEZ.
   1    1  PCH
2017                                                                             1381.   1943.   2450. 
2018     2396.   2580.   2660.   2420.   2135.   1776.   1504.   1368.   1290.   1392.   1953.   2458. 
2019     2403.   2588.   2668.   2421.   2136.   1788.   1517.   1391.   1310.   1414.   1996.   2510. 
2020     2461.   2655.   2738.   2485.   2198.   1832.   1554.   1416.   1332.   1439.   2018.   2536. 
2021     2487.   2678.   2761.   2509.   2213.   1842.   1560.   1418.   1337.   1444.   2020.   2555. 
   1    2  PCT
2017                                                                             4027.   3267.   1804. 
2018      811.    868.   1293.   2950.   3909.   4323.   4564.   4598.   4442.   4101.   3448.   1913. 
2019      858.    917.   1362.   3095.   4104.   4530.   4767.   4797.   4642.   4291.   3513.   1942. 
2020      871.    932.   1387.   3145.   4174.   4599.   4853.   4883.   4727.   4364.   3551.   1959. 
2021      876.    938.   1394.   3151.   4187.   4614.   4849.   4885.   4724.   4359.   3551.   1959. 
   1    3  EOL
2017                                                                               12.      9.      9. 
2018       13.      8.      6.      4.      4.      4.      5.      8.     11.     12.      9.      9. 
2019       13.      8.      6.      4.      4.      4.      5.      8.     11.     12.      9.      9. 
2020       13.      8.      6.      4.      4.      4.      5.      8.     11.     12.      9.      9. 
2021       13.      8.      6.      4.      4.      4.      6.      8.     11.     12.      9.      9. 
   1    4  UFV
2017                                                                              239.    217.    233. 
2018      251.    209.    222.    205.    203.    209.    217.    225.    252.    236.    217.    236. 
2019      306.    255.    262.    242.    246.    250.    256.    274.    302.    282.    260.    279. 
2020      323.    259.    275.    247.    255.    259.    265.    283.    308.    296.    270.    281. 
2021      323.    261.    263.    263.    252.    256.    273.    279.    312.    304.    270.    285. 
   2    1  PCH
2017                                                                             1095.   1086.    922. 
2018     1138.   1003.   1019.    942.   1036.   1125.    958.    791.    844.   1163.   1168.    991. 
2019     1239.   1110.   1128.   1032.   1133.   1218.   1028.    839.    896.   1220.   1219.   1038. 
2020     1287.   1140.   1159.   1058.   1171.   1260.   1073.    878.    937.   1272.   1273.   1077. 
2021     1341.   1190.   1211.   1106.   1211.   1301.   1093.    895.    955.   1295.   1288.   1097. 
   2    2  PCT
2017                                                                              461.    435.    368. 
2018      318.    328.    270.    419.    448.    464.    416.    480.    479.    462.    436.    368. 
2019      318.    327.    270.    419.    448.    464.    416.    480.    479.    462.    436.    368. 
2020      318.    328.    270.    419.    448.    464.    416.    480.    480.    462.    436.    368. 
2021      318.    328.    270.    419.    448.    464.    416.    480.    479.    461.    436.    368. 
   2    3  EOL
2017                                                                              793.    783.    694. 
2018      650.    492.    583.    566.    617.    624.    715.    752.    756.    792.    783.    695. 
2019      649.    492.    582.    565.    617.    624.    716.    750.    756.    792.    783.    694. 
2020      649.    492.    583.    564.    617.    624.    716.    750.    757.    793.    783.    694. 
2021      649.    492.    582.    567.    617.    624.    714.    752.    756.    794.    783.    694. 
   2    4  UFV
2017                                                                                1.      1.      1. 
2018        1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1. 
2019        1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1. 
2020        1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1. 
2021        1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1. 
   3    1  PCH
2017                                                                               57.     63.     68. 
2018       61.     65.     63.     66.     66.     66.     70.     69.     62.     57.     65.     70. 
2019       63.     67.     65.     68.     73.     73.     77.     76.     69.     63.     69.     74. 
2020       67.     78.     76.     78.     80.     80.     84.     84.     76.     69.     76.     81. 
2021       74.     78.     76.     79.     80.     80.     85.     83.     76.     70.     76.     81. 
   3    2  PCT
2017                                                                              447.    475.    477. 
2018      453.    377.    403.    358.    337.    309.    326.    357.    415.    447.    475.    477. 
2019      453.    377.    403.    359.    337.    309.    326.    357.    415.    447.    475.    477. 
2020      452.    377.    403.    359.    337.    309.    326.    357.    415.    447.    475.    478. 
2021      452.    377.    403.    358.    337.    309.    326.    357.    415.    447.    475.    478. 
   3    3  EOL
2017                                                                             7295.   6660.   5829. 
2018     5567.   3933.   3767.   4444.   5829.   7573.   7910.   9065.   9164.   8511.   7874.   6722. 
2019     6527.   4564.   4324.   5110.   6531.   8510.   8929.  10089.  10207.   9308.   8440.   7186. 
2020     7042.   4942.   4653.   5486.   6982.   9036.   9457.  10646.  10743.   9751.   8854.   7559. 
2021     7199.   5049.   4778.   5531.   7160.   9250.   9626.  10835.  10910.   9889.   9010.   7689. 
   3    4  UFV
2017                                                                              595.    575.    585. 
2018      571.    549.    574.    564.    578.    605.    624.    695.    773.    732.    731.    730. 
2019      793.    761.    770.    709.    746.    771.    784.    880.    950.    900.    879.    845. 
2020      850.    784.    821.    736.    784.    811.    824.    925.    988.    957.    924.    865. 
2021      850.    789.    788.    776.    775.    802.    846.    922.   1008.    986.    932.    884. 
   4    1  PCH
2017                                                                               90.    109.    120. 
2018      129.    138.    147.    148.    125.    107.     97.     90.     86.     96.    112.    120. 
2019      129.    138.    147.    148.    125.    107.     97.     90.     86.     96.    112.    120. 
2020      129.    138.    147.    148.    125.    107.     97.     90.     86.     96.    112.    120. 
2021      129.    138.    147.    148.    125.    107.     97.     90.     86.     96.    112.    120. 
   4    2  PCT
2017                                                                              205.    227.    201. 
2018      208.    187.    184.    202.    208.    190.    214.    193.    212.    205.    227.    201. 
2019      208.    187.    184.    202.    208.    190.    214.    193.    212.    205.    227.    201. 
2020      208.    187.    184.    202.    208.    190.    214.    193.    212.    205.    227.    201. 
2021      208.    187.    184.    201.    208.    190.    213.    193.    212.    205.    227.    201. 
   4    3  EOL
2017                                                                              335.    337.    286. 
2018      193.    111.    124.     79.    134.    187.    221.    311.    338.    335.    337.    285. 
2019      194.    112.    123.     79.    135.    187.    222.    310.    338.    335.    337.    286. 
2020      194.    111.    124.     78.    135.    187.    222.    310.    339.    335.    337.    286. 
2021      194.    112.    123.     81.    134.    186.    221.    311.    338.    335.    337.    286. 
   4    4  UFV
2017                                                                                1.      1.      1. 
2018        1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1. 
2019        1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1. 
2020        1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1. 
2021        1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1. 
 999
